,show_id,link_to_id,community
4459,452,1486,2
4460,452,703,2
4461,452,2996,2
4462,452,1065,2
4463,452,1412,2
4464,452,3231,2
4465,452,3373,2
4466,452,173,2
4467,452,1660,2
4468,452,3109,2
4469,452,2771,2
4470,452,2452,2
4471,452,2017,2
4472,452,734,2
4473,452,1969,2
4474,452,2560,2
4475,452,3443,2
4476,452,566,2
4477,2852,2631,1
4478,2852,217,1
4479,2852,3447,1
4480,2852,1494,1
4481,2852,2280,1
4482,2852,3320,1
4483,2852,1621,1
4484,2852,1693,1
4485,2852,749,1
4486,2852,280,1
4487,2852,1921,1
4488,2852,2932,1
4489,2852,12,1
4490,2852,2879,1
4491,2852,2383,1
4492,2852,1660,1
4493,2852,2741,1
4494,2852,226,1
4495,2852,236,1
4496,2852,106,1
4497,2852,107,1
4498,2852,1446,1
4499,2852,3012,1
4500,2852,1540,1
4501,2852,1106,1
4502,2852,3461,1
4503,2852,2045,1
4504,2852,3711,1
4505,2852,1582,1
4506,2852,1169,1
4507,2852,1583,1
4508,2852,2896,1
4509,2852,545,1
4510,2852,185,1
4511,2852,1774,1
4512,2852,603,1
4513,2852,1486,1
4514,2852,703,1
4515,2852,1065,1
4516,2852,1412,1
4517,2852,3231,1
4518,2852,3373,1
4519,2852,173,1
4520,2852,3239,1
4521,2852,3109,1
4522,2852,2771,1
4523,2852,2452,1
4524,2852,2017,1
4525,2852,1969,1
4526,2852,2560,1
4527,2852,3443,1
4528,2852,566,1
4529,453,85,2
4530,453,2640,2
4531,453,1584,2
4532,455,2812,1
4533,455,194,1
4534,455,2400,1
4535,455,93,1
4536,455,2106,1
4537,455,638,1
4538,455,3336,1
4539,455,1383,1
4540,455,628,1
4541,455,2483,1
4542,455,3472,1
4543,455,3264,1
4544,455,1665,1
4545,455,2036,1
4546,455,3088,1
4547,455,2556,1
4548,455,120,1
4549,455,1958,1
4550,455,2857,1
4551,455,1604,1
4552,455,160,1
4553,455,957,1
4554,455,3188,1
4555,455,3051,1
4556,455,1668,1
4557,456,559,2
4558,456,635,2
4559,456,3430,2
4560,456,3444,2
4561,457,1520,2
4562,457,864,2
4563,457,2936,2
4564,457,2827,2
4565,457,1584,2
4566,457,2640,2
4567,457,3223,2
4568,457,3760,2
4569,458,1942,2
4570,458,2001,2
4571,458,3802,2
4572,458,2561,2
4573,458,220,2
4574,459,944,1
4575,460,1176,2
4576,460,2633,2
4577,460,1945,2
4578,460,3185,2
4579,460,1683,2
4580,460,1981,2
4581,460,2543,2
4582,460,199,2
4583,460,2219,2
4584,460,2350,2
4585,460,3338,2
4586,460,2694,2
4587,460,3588,2
4588,460,1390,2
4589,460,3075,2
4590,460,2006,2
4591,460,3455,2
4592,460,1761,2
4593,460,2787,2
4594,460,2766,2
4595,460,1114,2
4596,460,2957,2
4597,460,3797,2
4598,460,2440,2
4599,460,2184,2
4600,460,3193,2
4601,460,672,2
4602,460,3116,2
4603,460,3487,2
4604,460,1960,2
4605,460,2740,2
4606,460,3796,2
4607,460,2450,2
4608,460,3379,2
4609,460,1485,2
4610,460,1544,2
4611,460,959,2
4612,462,1409,2
4613,463,2817,1
4614,463,3684,1
4615,464,632,1
4616,464,74,1
4617,466,637,1
4618,466,136,1
4619,466,3259,1
4620,466,741,1
4621,466,3512,1
4622,467,3636,1
4623,467,14,1
4624,467,849,1
4625,468,2284,2
4626,468,2972,2
4627,468,303,2
4628,468,3333,2
4629,468,2908,2
4630,468,3545,2
4631,469,2147,2
4632,469,295,2
4633,469,3702,2
4634,470,762,2
4635,470,2499,2
4636,471,3005,1
4637,472,3213,1
4638,472,1176,1
4639,472,1166,1
4640,1937,169,2
4641,1937,3135,2
4642,1937,2600,2
4643,1937,1961,2
4644,474,3531,2
4645,474,2151,2
4646,475,1635,2
4647,475,363,2
4648,475,1207,2
4649,475,616,2
4650,475,1190,2
4651,475,1094,2
4652,476,3670,1
4653,476,3024,1
4654,476,744,1
4655,477,980,1
4656,477,2695,1
4657,478,621,2
4658,478,742,2
4659,478,625,2
4660,478,93,2
4661,478,1743,2
4662,478,3279,2
4663,478,1917,2
4664,478,1672,2
4665,478,2588,2
4666,478,2742,2
4667,478,2590,2
4668,478,1128,2
4669,478,184,2
4670,478,2539,2
4671,478,2598,2
4672,478,2804,2
4673,478,3224,2
4674,478,777,2
4675,478,3365,2
4676,478,2328,2
4677,479,2513,2
4678,479,2678,2
4679,480,2220,2
4680,480,346,2
4681,480,598,2
4682,480,3028,2
4683,480,2821,2
4684,481,2260,2
4685,481,3007,2
4686,481,1496,2
4687,481,1836,2
4688,481,758,2
4689,481,647,2
4690,482,2270,1
4691,483,1635,1
4692,483,363,1
4693,483,1603,1
4694,483,3775,1
4695,483,1094,1
4696,484,1394,2
4697,484,1946,2
4698,484,657,2
4699,484,975,2
4700,2576,3514,1
4701,485,1364,1
4702,485,293,1
4703,485,2547,1
4704,485,2245,1
4705,485,2533,1
4706,485,1513,1
4707,485,1815,1
4708,485,2237,1
4709,485,3034,1
4710,485,1546,1
4711,485,741,1
4712,487,118,1
4713,487,1037,1
4714,487,2380,1
4715,487,3516,1
4716,487,591,1
4717,487,735,1
4718,487,2981,1
4719,487,2255,1
4720,487,2860,1
4721,487,604,1
4722,487,596,1
4723,2964,655,1
4724,2964,2762,1
4725,2964,135,1
4726,2964,1045,1
4727,2964,1924,1
4728,2964,2394,1
4729,488,2878,1
4730,488,3237,1
4731,3231,2631,2
4732,3231,217,2
4733,3231,3447,2
4734,3231,1494,2
4735,3231,2280,2
4736,3231,1621,2
4737,3231,1693,2
4738,3231,749,2
4739,3231,280,2
4740,3231,1921,2
4741,3231,12,2
4742,3231,2879,2
4743,3231,2383,2
4744,3231,1660,2
4745,3231,2741,2
4746,3231,226,2
4747,3231,236,2
4748,3231,106,2
4749,3231,107,2
4750,3231,703,2
4751,3231,1540,2
4752,3231,1106,2
4753,3231,3461,2
4754,3231,2045,2
4755,3231,3711,2
4756,3231,1582,2
4757,3231,1169,2
4758,3231,1583,2
4759,3231,545,2
4760,3231,185,2
4761,3231,1486,2
4762,3231,603,2
4763,3231,1065,2
4764,3231,3373,2
4765,3231,173,2
4766,3231,3239,2
4767,3231,3109,2
4768,3231,2771,2
4769,3231,2452,2
4770,3231,2017,2
4771,3231,1969,2
4772,3231,2560,2
4773,3231,3443,2
4774,3231,566,2
4775,490,1827,1
4776,491,2970,1
4777,491,2691,1
4778,492,1563,1
4779,492,370,1
4780,492,953,1
4781,492,1154,1
4782,492,810,1
4783,492,3376,1
4784,492,1558,1
4785,492,3653,1
4786,492,8,1
4787,492,1373,1
4788,492,1316,1
4789,492,1119,1
4790,493,676,1
4791,493,2967,1
4792,495,84,2
4793,495,218,2
4794,496,2048,2
4795,496,1212,2
4796,496,372,2
4797,496,35,2
4798,496,360,2
4799,496,1832,2
4800,496,2164,2
4801,496,817,2
4802,496,3266,2
4803,497,1940,2
4804,497,3404,2
4805,497,2474,2
4806,497,142,2
4807,497,2755,2
4808,497,3478,2
4809,497,2917,2
4810,497,3071,2
4811,497,3417,2
4812,497,2751,2
4813,498,505,1
4814,498,2340,1
4815,498,829,1
4816,498,3227,1
4817,499,1599,1
4818,499,850,1
4819,499,2004,1
4820,499,3222,1
4821,500,795,2
4822,500,170,2
4823,501,1194,2
4824,501,2803,2
4825,501,824,2
4826,501,158,2
4827,501,3201,2
4828,501,930,2
4829,501,2191,2
4830,501,1209,2
4831,501,2312,2
4832,501,2192,2
4833,501,2022,2
4834,502,1409,1
4835,503,637,2
4836,503,136,2
4837,503,293,2
4838,503,3242,2
4839,503,3039,2
4840,503,876,2
4841,503,2533,2
4842,503,2653,2
4843,503,1634,2
4844,503,3259,2
4845,503,3512,2
4846,503,282,2
4847,503,2237,2
4848,503,741,2
4849,504,3649,2
4850,504,1428,2
4851,504,2865,2
4852,504,218,2
4853,504,2885,2
4854,506,1908,2
4855,506,3203,2
4856,506,3354,2
4857,506,3432,2
4858,506,69,2
4859,506,322,2
4860,506,521,2
4861,506,2005,2
4862,506,1844,2
4863,506,1991,2
4864,507,1164,2
4865,507,3041,2
4866,508,1454,2
4867,508,1249,2
4868,509,1340,1
4869,510,1760,2
4870,510,2842,2
4871,510,306,2
4872,510,3386,2
4873,510,2747,2
4874,510,3593,2
4875,510,3691,2
4876,511,18,2
4877,511,3617,2
4878,511,1982,2
4879,512,2089,1
4880,512,2283,1
4881,512,2378,1
4882,512,1999,1
4883,512,2696,1
4884,512,3696,1
4885,512,3204,1
4886,512,1103,1
4887,512,3741,1
4888,513,1409,1
4889,514,1455,1
4890,1548,1508,2
4891,1548,1534,2
4892,1548,159,2
4893,1548,1662,2
4894,1548,2574,2
4895,1548,3203,2
4896,1548,2176,2
4897,1548,1027,2
4898,1548,2368,2
4899,1548,188,2
4900,1548,2554,2
4901,1548,3434,2
4902,1548,1337,2
4903,1548,1991,2
4904,1548,2950,2
4905,515,2206,1
4906,515,655,1
4907,515,2478,1
4908,515,1889,1
4909,515,3063,1
4910,515,2464,1
4911,515,2919,1
4912,516,3179,2
4913,516,1849,2
4914,516,381,2
4915,516,752,2
4916,516,2411,2
4917,516,3408,2
4918,516,2096,2
4919,516,932,2
4920,516,2029,2
4921,516,2846,2
4922,516,827,2
4923,516,265,2
4924,516,1059,2
4925,516,287,2
4926,516,302,2
4927,516,1245,2
4928,516,2982,2
4929,516,1253,2
4930,1302,1726,1
4931,1302,1746,1
4932,519,3139,2
4933,519,1502,2
4934,520,3023,1
4935,520,2254,1
4936,520,1000,1
4937,520,1606,1
4938,520,840,1
4939,520,1248,1
4940,520,3801,1
4941,520,2085,1
4942,521,3320,2
4943,523,2231,2
4944,523,2368,2
4945,524,2334,1
4946,524,999,1
4947,524,2024,1
4948,524,1297,1
4949,524,3503,1
4950,524,1931,1
4951,524,1015,1
4952,524,674,1
4953,524,1320,1
4954,524,3431,1
4955,524,3734,1
4956,524,3283,1
4957,524,2795,1
4958,524,2102,1
4959,524,1830,1
4960,524,1093,1
4961,525,3749,1
4962,525,2926,1
4963,525,380,1
4964,525,359,1
4965,525,858,1
4966,525,232,1
4967,525,2707,1
4968,525,1872,1
4969,525,1179,1
4970,525,886,1
4971,525,3534,1
4972,525,33,1
4973,525,3010,1
4974,525,551,1
4975,525,2909,1
4976,525,2561,1
4977,525,1535,1
4978,525,3309,1
4979,525,3046,1
4980,525,2691,1
4981,526,1512,2
4982,526,2873,2
4983,526,3666,2
4984,527,2595,2
4985,528,1121,2
4986,528,2922,2
4987,528,569,2
4988,528,2784,2
4989,528,2277,2
4990,528,599,2
4991,528,3502,2
4992,528,2627,2
4993,528,1765,2
4994,528,699,2
4995,528,1174,2
4996,528,3378,2
4997,528,2469,2
4998,528,218,2
4999,528,3628,2
5000,528,2541,2
5001,528,3098,2
5002,528,3092,2
5003,529,2459,2
5004,529,3119,2
5005,529,2463,2
5006,529,575,2
5007,529,2150,2
5008,529,2644,2
5009,529,973,2
5010,529,751,2
5011,529,1747,2
5012,529,1689,2
5013,529,697,2
5014,529,1030,2
5015,529,566,2
5016,529,3415,2
5017,529,3461,2
5018,529,2046,2
5019,529,2951,2
5020,529,1582,2
5021,529,1169,2
5022,529,1584,2
5023,529,185,2
5024,529,3780,2
5025,529,547,2
5026,529,603,2
5027,529,2092,2
5028,529,1523,2
5029,529,1065,2
5030,529,3230,2
5031,529,2640,2
5032,529,3488,2
5033,529,1772,2
5034,529,1660,2
5035,529,3109,2
5036,529,3110,2
5037,529,2017,2
5038,529,1967,2
5039,529,2389,2
5040,529,904,2
5041,529,3744,2
5042,530,1149,1
5043,530,2273,1
5044,530,838,1
5045,530,1388,1
5046,530,1916,1
5047,530,213,1
5048,530,1920,1
5049,530,1177,1
5050,530,3585,1
5051,3399,2895,2
5052,3399,2273,2
5053,3399,838,2
5054,3399,1388,2
5055,3399,213,2
5056,3399,1920,2
5057,3399,3512,2
5058,3399,3034,2
5059,3399,1177,2
5060,3399,3585,2
5061,531,3214,1
5062,531,235,1
5063,531,3348,1
5064,531,909,1
5065,532,1674,1
5066,532,1619,1
5067,532,2475,1
5068,532,1987,1
5069,532,2603,1
5070,533,2963,2
5071,533,3172,2
5072,2580,930,1
5073,2580,3541,1
5074,2580,1465,1
5075,2580,961,1
5076,2580,245,1
5077,535,1284,2
5078,535,1841,2
5079,3695,1046,2
5080,3695,194,2
5081,537,2555,2
5082,537,3534,2
5083,537,3423,2
5084,537,1703,2
5085,537,716,2
5086,537,1729,2
5087,537,3301,2
5088,538,823,2
5089,538,3633,2
5090,538,1575,2
5091,538,3552,2
5092,538,3494,2
5093,538,739,2
5094,538,633,2
5095,538,2121,2
5096,538,2912,2
5097,540,2138,1
5098,540,3359,1
5099,540,1655,1
5100,540,983,1
5101,540,2915,1
5102,540,2422,1
5103,540,1754,1
5104,540,1233,1
5105,540,763,1
5106,540,2073,1
5107,542,2974,2
5108,543,1400,1
5109,543,2077,1
5110,543,3650,1
5111,543,1785,1
5112,543,1230,1
5113,543,256,1
5114,543,384,1
5115,544,639,1
5116,544,3506,1
5117,544,2758,1
5118,544,994,1
5119,544,2295,1
5120,544,2131,1
5121,544,1530,1
5122,544,1954,1
5123,544,2088,1
5124,545,2631,2
5125,545,217,2
5126,545,3447,2
5127,545,1494,2
5128,545,3119,2
5129,545,2876,2
5130,545,2280,2
5131,545,1621,2
5132,545,1693,2
5133,545,749,2
5134,545,280,2
5135,545,1921,2
5136,545,2644,2
5137,545,2932,2
5138,545,12,2
5139,545,2879,2
5140,545,1862,2
5141,545,2383,2
5142,545,1660,2
5143,545,3109,2
5144,545,1030,2
5145,545,226,2
5146,545,236,2
5147,545,106,2
5148,545,107,2
5149,545,1446,2
5150,545,3012,2
5151,545,1540,2
5152,545,1106,2
5153,545,3415,2
5154,545,3461,2
5155,545,2045,2
5156,545,3711,2
5157,545,1582,2
5158,545,1169,2
5159,545,1583,2
5160,545,2896,2
5161,545,185,2
5162,545,1774,2
5163,545,603,2
5164,545,1486,2
5165,545,703,2
5166,545,1065,2
5167,545,1412,2
5168,545,3373,2
5169,545,173,2
5170,545,3239,2
5171,545,2741,2
5172,545,2771,2
5173,545,2452,2
5174,545,2017,2
5175,545,1969,2
5176,545,2560,2
5177,545,3443,2
5178,545,566,2
5179,546,1432,2
5180,546,3143,2
5181,547,2631,2
5182,547,1370,2
5183,547,2150,2
5184,547,3761,2
5185,547,1689,2
5186,547,2769,2
5187,547,757,2
5188,547,1275,2
5189,547,3461,2
5190,547,1582,2
5191,547,1169,2
5192,547,185,2
5193,547,1065,2
5194,547,3242,2
5195,547,1660,2
5196,547,3109,2
5197,547,3110,2
5198,547,566,2
5199,547,1967,2
5200,547,3744,2
5201,547,2073,2
5202,548,2708,1
5203,548,3410,1
5204,549,581,1
5205,549,1889,1
5206,2962,1120,1
5207,2962,2843,1
5208,2962,3449,1
5209,2962,1403,1
5210,2962,1608,1
5211,2962,85,1
5212,2962,2536,1
5213,2962,3190,1
5214,2962,3699,1
5215,550,1409,2
5216,551,352,2
5217,551,340,2
5218,551,3573,2
5219,551,3684,2
5220,551,359,2
5221,551,340,2
5222,551,3055,2
5223,551,3364,2
5224,551,232,2
5225,551,2707,2
5226,551,195,2
5227,551,2155,2
5228,551,3309,2
5229,551,3202,2
5230,551,3271,2
5231,551,1872,2
5232,551,3458,2
5233,551,2166,2
5234,551,3705,2
5235,551,66,2
5236,551,1338,2
5237,551,2864,2
5238,551,1161,2
5239,551,886,2
5240,551,33,2
5241,551,2410,2
5242,551,2309,2
5243,551,240,2
5244,551,1117,2
5245,551,3037,2
5246,551,2561,2
5247,551,1123,2
5248,551,1535,2
5249,551,57,2
5250,551,273,2
5251,551,3046,2
5252,552,726,1
5253,552,1494,1
5254,552,89,1
5255,552,861,1
5256,552,1076,1
5257,3258,1363,1
5258,3258,3066,1
5259,3258,2078,1
5260,553,2254,2
5261,554,2992,2
5262,554,877,2
5263,554,2499,2
5264,555,1009,2
5265,555,2977,2
5266,555,23,2
5267,555,617,2
5268,555,3401,2
5269,556,283,1
5270,556,3320,1
5271,556,2843,1
5272,556,3670,1
5273,556,3024,1
5274,556,817,1
5275,556,2298,1
5276,556,2995,1
5277,556,1498,1
5278,556,1016,1
5279,556,2019,1
5280,556,2186,1
5281,557,2811,2
5282,557,3655,2
5283,557,1380,2
5284,557,1441,2
5285,557,2945,2
5286,557,3689,2
5287,557,3020,2
5288,557,3352,2
5289,557,2430,2
5290,557,2666,2
5291,557,1778,2
5292,557,356,2
5293,557,1185,2
5294,557,2321,2
5295,557,3735,2
5296,557,2448,2
5297,557,3171,2
5298,557,138,2
5299,557,906,2
5300,558,354,2
5301,558,1151,2
5302,558,2146,2
5303,558,253,2
5304,559,2935,2
5305,559,1492,2
5306,559,1018,2
5307,559,1966,2
5308,559,666,2
5309,559,3430,2
5310,559,3444,2
5311,560,195,2
5312,560,606,2
5313,560,3271,2
5314,560,2247,2
5315,560,2493,2
5316,560,3010,2
5317,560,2020,2
5318,560,2330,2
5319,560,2864,2
5320,561,1194,1
5321,561,3570,1
5322,561,158,1
5323,561,3201,1
5324,561,930,1
5325,561,2012,1
5326,561,2312,1
5327,561,2191,1
5328,561,1209,1
5329,561,3067,1
5330,561,2840,1
5331,561,2192,1
5332,562,3532,2
5333,562,3465,2
5334,562,812,2
5335,562,1825,2
5336,562,2946,2
5337,2650,1846,1
5338,2650,2570,1
5339,2650,624,1
5340,2650,218,1
5341,563,1991,1
5342,563,165,1
5343,563,163,1
5344,563,2447,1
5345,563,3203,1
5346,564,2514,1
5347,564,1992,1
5348,564,65,1
5349,564,1809,1
5350,564,3406,1
5351,564,2355,1
5352,564,3349,1
5353,564,3707,1
5354,564,869,1
5355,564,3230,1
5356,564,3029,1
5357,564,2058,1
5358,564,1955,1
5359,564,3303,1
5360,564,489,1
5361,564,3621,1
5362,564,3794,1
5363,564,1771,1
5364,564,2016,1
5365,564,1049,1
5366,564,2746,1
5367,564,3556,1
5368,564,1970,1
5369,564,619,1
5370,565,3122,2
5371,565,602,2
5372,565,2942,2
5373,566,1370,1
5374,566,1621,1
5375,566,2092,1
5376,566,697,1
5377,566,1030,1
5378,566,1169,1
5379,566,1412,1
5380,566,3373,1
5381,566,734,1
5382,566,3109,1
5383,566,3110,1
5384,566,2389,1
5385,566,2560,1
5386,566,2631,1
5387,566,217,1
5388,566,3119,1
5389,566,2640,1
5390,566,749,1
5391,566,1921,1
5392,566,2644,1
5393,566,2150,1
5394,566,751,1
5395,566,2879,1
5396,566,2383,1
5397,566,1660,1
5398,566,1689,1
5399,566,1540,1
5400,566,1693,1
5401,566,1446,1
5402,566,3415,1
5403,566,3461,1
5404,566,2896,1
5405,566,2452,1
5406,566,1967,1
5407,566,1969,1
5408,566,3443,1
5409,566,2459,1
5410,566,3447,1
5411,566,1494,1
5412,566,2463,1
5413,566,575,1
5414,566,173,1
5415,566,2932,1
5416,566,1747,1
5417,566,226,1
5418,566,106,1
5419,566,3711,1
5420,566,107,1
5421,566,1774,1
5422,566,603,1
5423,566,1065,1
5424,566,3230,1
5425,566,3239,1
5426,566,2741,1
5427,566,2017,1
5428,566,2280,1
5429,566,2996,1
5430,566,280,1
5431,566,12,1
5432,566,3761,1
5433,566,2769,1
5434,566,2771,1
5435,566,703,1
5436,566,3012,1
5437,566,1106,1
5438,566,2045,1
5439,566,2046,1
5440,566,1582,1
5441,566,1583,1
5442,566,1584,1
5443,566,185,1
5444,566,1486,1
5445,566,236,1
5446,567,2948,1
5447,567,3771,1
5448,567,1808,1
5449,567,9,1
5450,567,3086,1
5451,567,1214,1
5452,567,699,1
5453,567,797,1
5454,567,3468,1
5455,567,3302,1
5456,567,1043,1
5457,567,122,1
5458,567,716,1
5459,567,1418,1
5460,567,3442,1
5461,567,3276,1
5462,568,294,1
5463,568,1945,1
5464,568,1803,1
5465,568,2659,1
5466,569,1121,1
5467,569,1765,1
5468,570,1861,1
5469,3573,1669,2
5470,3573,3749,2
5471,3573,3684,2
5472,3573,2926,2
5473,3573,702,2
5474,3573,359,2
5475,3573,1979,2
5476,3573,1319,2
5477,3573,232,2
5478,3573,2707,2
5479,3573,2155,2
5480,3573,1105,2
5481,3573,2034,2
5482,3573,3202,2
5483,3573,1569,2
5484,3573,990,2
5485,3573,2775,2
5486,3573,1179,2
5487,3573,2166,2
5488,3573,66,2
5489,3573,1820,2
5490,3573,886,2
5491,3573,3534,2
5492,3573,33,2
5493,3573,277,2
5494,3573,2493,2
5495,3573,240,2
5496,3573,3418,2
5497,3573,380,2
5498,3573,2909,2
5499,3573,3037,2
5500,3573,1835,2
5501,3573,2561,2
5502,3573,3226,2
5503,3573,3458,2
5504,3573,3745,2
5505,3573,3046,2
5506,3573,2330,2
5507,3573,3407,2
5508,572,97,2
5509,572,1118,2
5510,572,1080,2
5511,572,3130,2
5512,3673,2949,2
5513,3673,2334,2
5514,3673,2923,2
5515,3673,2024,2
5516,3673,3503,2
5517,3673,1931,2
5518,3673,2324,2
5519,3673,1320,2
5520,3673,3734,2
5521,3673,3283,2
5522,3673,2795,2
5523,3673,1830,2
5524,3673,1093,2
5525,3673,862,2
5526,2588,742,2
5527,2588,2728,2
5528,2588,2573,2
5529,2588,1917,2
5530,2588,2404,2
5531,2588,1277,2
5532,2588,2598,2
5533,2588,1743,2
5534,574,2167,2
5535,574,1433,2
5536,574,3752,2
5537,574,2423,2
5538,574,216,2
5539,575,2631,2
5540,575,3119,2
5541,575,2463,2
5542,575,1370,2
5543,575,2996,2
5544,575,2769,2
5545,575,2644,2
5546,575,2150,2
5547,575,751,2
5548,575,3761,2
5549,575,1747,2
5550,575,1689,2
5551,575,697,2
5552,575,1030,2
5553,575,2459,2
5554,575,3415,2
5555,575,3461,2
5556,575,2046,2
5557,575,1582,2
5558,575,1169,2
5559,575,185,2
5560,575,603,2
5561,575,2092,2
5562,575,1065,2
5563,575,1660,2
5564,575,3109,2
5565,575,3110,2
5566,575,2017,2
5567,575,1967,2
5568,575,2389,2
5569,576,1896,1
5570,576,1147,1
5571,576,3369,1
5572,576,2319,1
5573,576,2011,1
5574,576,1313,1
5575,576,2323,1
5576,576,1471,1
5577,576,358,1
5578,576,934,1
5579,576,759,1
5580,576,1738,1
5581,576,789,1
5582,576,2488,1
5583,576,2730,1
5584,576,1475,1
5585,576,79,1
5586,576,2007,1
5587,2885,3649,2
5588,577,723,2
5589,577,3077,2
5590,578,3187,2
5591,578,3750,2
5592,578,1988,2
5593,579,86,2
5594,579,1889,2
5595,579,156,2
5596,579,2478,2
5597,580,1660,1
5598,580,2449,1
5599,580,1129,1
5600,580,3321,1
5601,580,190,1
5602,581,980,2
5603,581,3667,2
5604,581,2478,2
5605,581,89,2
5606,581,2445,2
5607,581,1889,2
5608,581,156,2
5609,581,342,2
5610,581,1513,2
5611,581,1632,2
5612,581,870,2
5613,581,1157,2
5614,581,80,2
5615,581,86,2
5616,582,1513,2
5617,583,3260,1
5618,583,170,1
5619,585,1581,2
5620,585,3287,2
5621,585,2779,2
5622,585,1695,2
5623,585,3426,2
5624,585,3387,2
5625,585,3593,2
5626,585,2213,2
5627,585,1759,2
5628,586,1822,2
5629,586,1121,2
5630,586,1765,2
5631,586,2627,2
5632,586,3092,2
5633,586,3494,2
5634,587,909,2
5635,587,1998,2
5636,587,3467,2
5637,588,921,1
5638,588,2619,1
5639,589,2346,1
5640,590,3054,2
5641,590,1859,2
5642,590,2338,2
5643,590,1914,2
5644,590,2544,2
5645,590,1200,2
5646,590,2274,2
5647,590,3251,2
5648,590,238,2
5649,590,3768,2
5650,590,310,2
5651,590,1511,2
5652,590,3326,2
5653,590,2752,2
5654,590,2783,2
5655,590,1111,2
5656,590,3537,2
5657,590,2179,2
5658,590,2733,2
5659,590,1596,2
5660,590,834,2
5661,590,3671,2
5662,590,2564,2
5663,590,1453,2
5664,590,3038,2
5665,591,1037,2
5666,591,735,2
5667,592,3235,2
5668,592,3262,2
5669,592,3476,2
5670,593,3677,1
5671,593,1006,1
5672,594,2439,1
5673,594,2834,1
5674,594,1710,1
5675,595,3259,1
5676,596,118,2
5677,596,1037,2
5678,596,2380,2
5679,596,1779,2
5680,596,2913,2
5681,596,369,2
5682,596,3516,2
5683,596,18,2
5684,596,735,2
5685,596,2480,2
5686,596,292,2
5687,596,3574,2
5688,596,2255,2
5689,596,2860,2
5690,596,604,2
5691,596,1294,2
5692,597,3665,1
5693,597,1452,1
5694,597,2279,1
5695,597,694,1
5696,597,1769,1
5697,597,2225,1
5698,598,2617,1
5699,598,229,1
5700,598,784,1
5701,598,95,1
5702,598,274,1
5703,598,4,1
5704,598,2286,1
5705,598,709,1
5706,598,190,1
5707,599,2627,1
5708,600,2680,1
5709,600,1805,1
5710,600,1959,1
5711,600,2756,1
5712,600,268,1
5713,600,104,1
5714,600,3014,1
5715,600,1117,1
5716,600,2691,1
5717,601,3772,1
5718,601,1295,1
5719,601,1750,1
5720,601,2467,1
5721,601,1374,1
5722,601,2866,1
5723,601,1938,1
5724,601,1217,1
5725,2596,2952,2
5726,603,1370,2
5727,603,1621,2
5728,603,2092,2
5729,603,697,2
5730,603,1030,2
5731,603,1169,2
5732,603,1412,2
5733,603,3373,2
5734,603,734,2
5735,603,3109,2
5736,603,3110,2
5737,603,2389,2
5738,603,2560,2
5739,603,2631,2
5740,603,217,2
5741,603,3203,2
5742,603,749,2
5743,603,1921,2
5744,603,2644,2
5745,603,2150,2
5746,603,751,2
5747,603,2879,2
5748,603,2383,2
5749,603,1660,2
5750,603,1689,2
5751,603,2741,2
5752,603,1693,2
5753,603,1446,2
5754,603,3415,2
5755,603,3461,2
5756,603,2896,2
5757,603,2452,2
5758,603,1967,2
5759,603,1969,2
5760,603,3443,2
5761,603,2459,2
5762,603,3447,2
5763,603,1494,2
5764,603,2463,2
5765,603,173,2
5766,603,2932,2
5767,603,1747,2
5768,603,226,2
5769,603,106,2
5770,603,1991,2
5771,603,3711,2
5772,603,107,2
5773,603,1774,2
5774,603,1065,2
5775,603,3239,2
5776,603,1540,2
5777,603,2017,2
5778,603,2280,2
5779,603,2996,2
5780,603,280,2
5781,603,12,2
5782,603,3761,2
5783,603,2769,2
5784,603,2771,2
5785,603,703,2
5786,603,1106,2
5787,603,2045,2
5788,603,2046,2
5789,603,1582,2
5790,603,1583,2
5791,603,185,2
5792,603,1486,2
5793,603,236,2
5794,604,118,1
5795,604,22,1
5796,604,2380,1
5797,604,2913,1
5798,604,369,1
5799,604,3516,1
5800,604,735,1
5801,604,2480,1
5802,604,2860,1
5803,605,195,1
5804,605,2561,1
5805,605,1872,1
5806,605,3271,1
5807,605,858,1
5808,1315,1233,2
5809,1315,3359,2
5810,1315,1521,2
5811,1315,1754,2
5812,1315,2073,2
5813,608,3226,2
5814,608,34,2
5815,608,3371,2
5816,608,3252,2
5817,609,89,1
5818,609,1134,1
5819,609,1115,1
5820,609,253,1
5821,609,1064,1
5822,609,1562,1
5823,610,3509,1
5824,610,2008,1
5825,611,3338,2
5826,611,942,2
5827,611,2787,2
5828,611,1390,2
5829,611,2388,2
5830,611,2499,2
5831,611,959,2
5832,611,3455,2
5833,612,1133,2
5834,612,1594,2
5835,612,534,2
5836,612,2683,2
5837,613,1615,2
5838,614,3670,1
5839,615,90,1
5840,616,927,2
5841,616,2481,2
5842,616,3637,2
5843,617,23,1
5844,617,1009,1
5845,617,2977,1
5846,617,2609,1
5847,618,2935,1
5848,618,3613,1
5849,618,3565,1
5850,619,1049,2
5851,619,2355,2
5852,619,3550,2
5853,619,1393,2
5854,619,2847,2
5855,619,3603,2
5856,619,2451,2
5857,619,869,2
5858,619,3406,2
5859,619,2058,2
5860,619,92,2
5861,619,1970,2
5862,619,1992,2
5863,619,1045,2
5864,1317,3490,2
5865,1317,22,2
5866,621,1277,2
5867,621,3365,2
